age,marital,education,balance,housing,loan,duration,y
40,married,secondary,581,yes,no,258,no
37,married,secondary,630,no,no,241,no
33,married,tertiary,530,yes,no,94,no
49,married,secondary,2116,no,no,109,no
52,married,tertiary,1209,no,no,97,no
31,married,tertiary,1503,yes,yes,257,no
47,married,secondary,405,no,yes,994,yes
50,married,primary,1903,no,no,175,no
30,single,secondary,958,no,no,112,no
36,married,tertiary,369,no,no,75,no
46,married,tertiary,1808,no,no,172,no
46,married,secondary,1975,yes,no,41,no
47,married,secondary,7,no,no,53,no
57,married,primary,900,no,no,169,no
39,married,tertiary,3590,no,no,198,no
32,married,tertiary,500,no,no,151,no
35,married,tertiary,82,no,no,507,yes
41,married,secondary,0,no,no,197,no
35,single,tertiary,181,yes,no,130,no
52,married,secondary,331,no,no,84,no
37,married,tertiary,578,yes,no,401,no
42,married,tertiary,0,no,no,118,no
47,married,secondary,8229,no,no,784,yes
46,married,primary,107,yes,no,109,no
32,divorced,tertiary,5550,yes,no,89,no
52,married,primary,135,no,no,172,no
34,married,tertiary,1352,no,no,265,no
31,married,secondary,172,no,no,151,no
33,married,tertiary,1585,no,no,183,no
33,single,tertiary,238,no,no,80,no
33,single,secondary,671,no,no,45,no
35,single,tertiary,2975,no,no,249,no
34,married,tertiary,101,no,no,472,no
34,divorced,tertiary,221,no,no,150,no
50,married,secondary,2731,no,no,111,no
30,single,secondary,224,yes,no,298,no
38,married,tertiary,328,no,no,230,no
32,single,tertiary,1150,no,no,31,no
55,married,tertiary,6880,no,no,353,no
44,single,tertiary,1424,yes,no,201,no
52,married,secondary,2142,no,no,104,no
52,married,secondary,172,yes,yes,75,no
59,married,secondary,12928,no,no,66,no
31,married,tertiary,311,no,yes,385,no
60,single,tertiary,2934,no,no,233,no
37,married,tertiary,3288,no,no,124,no
60,married,secondary,1433,no,no,124,no
47,married,primary,17,no,no,121,no
57,married,primary,853,yes,no,86,no
39,divorced,tertiary,0,no,no,34,no
30,married,tertiary,105,no,no,112,no
43,married,tertiary,6,no,no,324,no
47,married,secondary,74,no,no,88,no
45,married,secondary,581,no,no,156,no
41,married,secondary,187,no,no,387,no
39,married,tertiary,947,no,no,124,no
38,married,tertiary,179,no,no,317,yes
51,married,primary,805,yes,no,132,no
58,married,primary,-257,yes,yes,163,no
53,divorced,tertiary,0,yes,yes,140,no
49,married,primary,10772,no,no,89,no
41,married,tertiary,6961,no,no,235,no
40,single,secondary,8259,no,no,254,no
34,single,secondary,19348,yes,no,316,no
41,single,secondary,43,no,no,420,no
34,married,secondary,134,no,no,104,no
32,married,tertiary,3939,no,no,209,no
33,married,secondary,390,yes,no,151,no
46,married,secondary,1034,no,no,109,no
33,married,tertiary,1047,no,no,512,yes
35,single,tertiary,252,yes,no,89,no
44,single,secondary,7138,no,no,809,yes
55,married,primary,0,no,no,138,no
31,married,tertiary,1015,no,no,112,no
34,married,tertiary,63,no,no,94,no
34,single,secondary,1076,no,no,70,no
38,single,secondary,1788,no,no,391,no
31,single,tertiary,165,no,yes,523,yes
34,married,tertiary,-16,no,no,108,no
31,single,tertiary,9506,no,no,321,no
55,married,primary,1821,no,no,224,no
31,single,tertiary,2744,yes,no,309,no
57,married,secondary,504,no,no,177,no
45,married,tertiary,3168,no,no,109,no
33,single,tertiary,340,no,no,348,no
35,married,tertiary,3161,no,no,433,no
50,married,secondary,315,no,no,363,no
33,married,tertiary,2604,no,no,167,no
45,divorced,tertiary,2406,no,no,248,no
42,married,tertiary,-805,no,no,103,no
46,married,primary,1596,no,no,417,no
32,single,tertiary,28,no,no,111,no
47,divorced,tertiary,8422,no,no,200,no
31,married,secondary,88,yes,yes,189,no
45,married,secondary,827,yes,yes,201,no
50,married,tertiary,290,no,yes,50,no
54,divorced,tertiary,-125,no,yes,107,no
50,married,secondary,0,no,no,192,no
57,married,secondary,3242,no,no,521,no
51,married,secondary,700,no,no,237,no
37,married,tertiary,478,no,no,95,no
45,married,tertiary,4877,yes,no,172,no
30,single,tertiary,0,no,no,88,no
32,single,secondary,4843,no,no,63,no
38,single,secondary,4359,no,no,170,no
31,single,tertiary,37,no,no,669,yes
55,married,tertiary,171,yes,no,73,no
32,single,secondary,40,no,no,419,yes
55,married,primary,9997,no,no,118,no
49,divorced,tertiary,10,no,no,169,no
47,married,tertiary,260,no,yes,138,no
46,single,tertiary,-344,no,no,142,no
57,married,tertiary,815,no,no,385,no
33,single,tertiary,59,yes,no,215,no
33,married,secondary,1264,no,yes,100,no
46,single,tertiary,2739,no,no,117,no
43,married,secondary,324,no,no,629,no
35,single,tertiary,75,no,yes,82,no
49,married,secondary,1047,no,no,133,no
38,married,tertiary,-1,no,no,188,no
44,married,tertiary,5581,no,no,202,no
35,married,tertiary,2723,yes,yes,275,no
48,married,secondary,811,no,yes,149,no
30,married,secondary,221,no,no,61,no
50,married,secondary,3002,no,no,125,no
31,married,secondary,535,no,no,81,no
40,married,tertiary,326,no,no,236,no
47,married,secondary,2215,no,no,194,no
42,single,secondary,146,no,no,229,no
48,married,secondary,4415,yes,no,148,no
34,married,secondary,5266,no,no,140,no
59,married,primary,116,no,no,129,no
59,divorced,tertiary,0,no,no,124,no
30,single,tertiary,940,no,no,131,no
43,married,primary,9304,no,no,362,no
31,single,secondary,942,no,no,138,no
46,married,primary,222,no,no,71,no
33,married,secondary,-534,yes,yes,16,no
30,single,secondary,0,no,no,216,no
59,divorced,secondary,93,no,yes,108,no
35,married,tertiary,944,no,no,351,no
46,married,secondary,2148,no,no,176,no
51,married,secondary,19,no,yes,160,no
41,married,tertiary,3353,no,no,51,no
38,single,tertiary,5244,no,no,310,no
47,single,tertiary,275,no,no,82,no
35,married,secondary,46,no,no,404,no
32,single,tertiary,1190,yes,no,131,no
33,married,tertiary,2374,yes,yes,212,no
43,married,tertiary,21510,no,no,248,no
46,married,secondary,723,no,no,63,no
38,married,tertiary,1074,no,no,153,no
49,married,secondary,823,no,no,780,yes
41,single,secondary,2300,no,no,160,no
60,married,tertiary,759,no,no,255,no
52,married,primary,1625,no,no,459,yes
35,married,secondary,254,no,no,153,no
47,married,unknown,11,no,no,455,no
52,married,secondary,3577,no,yes,62,no
35,divorced,secondary,213,no,no,46,no
30,single,tertiary,2900,no,no,147,no
51,married,primary,0,no,no,121,no
33,single,tertiary,308,yes,no,97,no
35,married,tertiary,1987,no,no,335,no
39,single,secondary,316,no,no,100,no
37,married,tertiary,5016,no,no,119,no
32,single,tertiary,881,no,no,79,no
38,single,tertiary,523,no,no,388,no
40,married,secondary,84,yes,no,119,no
33,married,tertiary,2907,no,no,116,no
57,married,tertiary,1963,no,yes,178,no
53,married,primary,1868,no,no,156,no
38,married,tertiary,484,yes,no,173,no
47,married,secondary,131,no,no,148,no
34,single,tertiary,19,no,no,79,no
32,married,secondary,2711,no,no,193,no
32,married,primary,3786,no,no,93,no
31,married,tertiary,120,no,no,1000,yes
32,single,tertiary,298,no,no,494,no
55,married,tertiary,223,no,no,273,no
55,married,tertiary,1909,no,no,167,no
39,married,tertiary,745,no,no,88,no
39,married,tertiary,-468,yes,yes,88,no
35,married,primary,77,no,no,191,no
40,married,tertiary,1468,no,no,63,no
40,married,secondary,8844,no,no,204,no
33,single,tertiary,6127,no,no,127,no
32,married,tertiary,0,no,no,83,no
39,single,tertiary,1190,no,no,136,no
36,married,tertiary,4388,no,no,52,no
57,married,tertiary,1171,no,no,448,no
49,married,secondary,1264,no,no,140,no
35,married,tertiary,2957,yes,yes,733,yes
48,married,secondary,2083,no,no,88,no
40,married,secondary,949,no,no,182,no
32,single,secondary,483,no,no,580,yes
52,married,secondary,1639,no,no,93,no
48,married,secondary,801,no,no,80,no
31,married,tertiary,10088,no,no,72,no
34,single,tertiary,2455,no,no,244,no
31,single,tertiary,2,no,no,848,yes
37,single,secondary,274,no,no,173,no
44,married,tertiary,1707,no,no,406,no
34,married,tertiary,832,no,no,229,no
54,married,secondary,196,no,no,604,no
32,married,primary,795,no,no,131,no
36,divorced,secondary,1,no,no,1242,yes
59,married,secondary,2768,no,yes,94,no
41,single,secondary,800,no,no,899,no
34,single,tertiary,2093,no,no,371,no
43,married,tertiary,591,yes,no,889,no
54,married,tertiary,98,no,no,420,no
31,married,secondary,367,yes,no,515,no
32,married,secondary,167,yes,yes,79,no
46,married,secondary,778,yes,no,71,no
49,married,tertiary,443,no,no,27,no
43,married,tertiary,3003,no,no,358,no
53,married,tertiary,2385,no,no,498,no
38,single,tertiary,11971,yes,no,327,no
30,single,tertiary,344,no,no,179,no
36,single,tertiary,2745,yes,no,306,no
33,married,tertiary,571,no,no,390,no
46,married,tertiary,1103,yes,no,209,no
31,married,tertiary,3897,yes,no,231,no
39,married,tertiary,1795,no,no,922,yes
46,married,tertiary,4,no,no,1206,yes
49,divorced,secondary,229,no,no,219,no
52,married,primary,432,no,no,424,no
46,married,primary,269,no,no,188,no
47,married,primary,254,no,yes,492,no
31,single,secondary,2846,no,no,174,no
51,married,primary,257,no,no,453,no
47,married,secondary,1765,no,no,59,no
46,married,primary,7982,no,no,263,no
47,married,secondary,73,no,no,57,no
43,married,tertiary,2759,yes,yes,329,no
33,married,tertiary,862,yes,no,166,no
51,divorced,tertiary,4596,no,no,334,no
57,married,primary,243,no,no,108,no
34,single,tertiary,449,no,no,765,no
31,married,tertiary,344,no,no,62,no
35,married,tertiary,1650,no,no,885,no
41,married,tertiary,2127,no,no,120,no
48,married,primary,104,no,no,103,no
51,married,secondary,1113,no,yes,391,no
60,divorced,tertiary,581,yes,no,89,no
41,married,primary,365,no,no,203,no
34,married,tertiary,1433,no,no,170,no
61,married,primary,368,no,no,62,no
36,married,secondary,179,no,no,14,no
37,married,primary,189,no,no,148,no
30,single,secondary,58,yes,no,116,no
34,married,primary,326,no,no,17,no
47,married,primary,233,no,no,293,no
50,single,tertiary,592,no,no,445,no
46,married,secondary,438,no,no,262,no
35,single,tertiary,0,no,no,176,no
31,married,tertiary,323,no,no,120,no
51,married,primary,440,no,no,46,no
32,married,primary,727,no,no,68,no
54,married,secondary,1349,no,no,697,no
58,married,secondary,1894,no,no,153,no
31,married,primary,0,yes,no,57,no
32,married,secondary,3275,no,no,326,no
44,divorced,tertiary,935,no,no,70,no
46,divorced,tertiary,1297,no,no,716,yes
32,married,tertiary,312,no,no,67,no
45,married,secondary,115,no,no,209,no
38,single,secondary,399,yes,no,367,no
52,married,primary,2569,no,no,258,no
32,single,secondary,3297,no,no,99,no
56,married,secondary,750,no,yes,92,no
35,married,tertiary,337,no,no,177,no
54,divorced,secondary,221,no,no,413,no
31,single,secondary,388,no,no,144,no
45,married,tertiary,0,no,no,102,no
41,married,secondary,13,no,no,155,no
34,married,tertiary,116,no,no,145,no
39,married,tertiary,380,no,no,77,no
46,married,secondary,6086,no,no,210,no
34,married,secondary,50,no,no,106,no
49,married,secondary,348,no,no,105,no
32,married,secondary,212,yes,no,98,no
35,married,tertiary,106,no,yes,588,no
53,married,tertiary,618,no,no,73,no
36,single,tertiary,553,no,no,106,no
49,married,primary,-232,no,yes,106,no
32,married,tertiary,1214,no,no,104,no
39,divorced,secondary,454,no,no,73,no
46,divorced,primary,41,no,no,100,no
38,married,tertiary,1440,no,no,111,no
57,married,tertiary,2416,no,no,74,no
44,married,secondary,5163,no,no,48,no
31,married,tertiary,1496,yes,no,303,no
51,married,tertiary,385,no,no,39,no
56,married,tertiary,705,no,yes,86,no
52,married,secondary,347,no,no,217,no
35,single,tertiary,2277,no,yes,55,no
47,married,tertiary,838,no,no,72,no
30,married,secondary,274,yes,yes,97,no
42,married,tertiary,687,no,no,667,no
38,married,tertiary,1100,no,yes,347,no
48,married,unknown,617,yes,no,33,no
45,married,unknown,356,no,no,212,no
46,married,tertiary,5108,no,no,165,no
48,married,primary,476,no,no,856,yes
34,divorced,tertiary,4231,yes,no,382,no
31,married,tertiary,0,no,no,84,no
55,married,tertiary,161,no,no,226,no
34,married,secondary,268,no,no,47,no
39,married,primary,13338,no,no,103,no
32,single,secondary,321,yes,no,156,no
35,single,secondary,14,no,no,113,no
53,married,tertiary,657,no,no,147,no
36,married,tertiary,9,no,no,386,yes
54,married,secondary,2950,no,no,45,no
33,married,tertiary,8408,no,no,121,no
55,married,secondary,462,no,no,116,no
30,married,tertiary,5,no,no,126,no
30,single,tertiary,7513,no,no,269,no
60,married,primary,115,no,no,82,no
33,divorced,tertiary,348,no,no,71,no
39,married,secondary,394,no,no,218,no
43,married,tertiary,2764,no,no,270,no
39,married,secondary,-112,no,yes,187,no
31,single,tertiary,319,yes,no,565,no
58,divorced,primary,3568,no,no,226,no
56,married,secondary,944,no,no,172,no
35,single,secondary,2,no,no,239,no
45,married,secondary,1410,no,no,71,no
48,married,primary,3886,no,no,297,no
56,married,secondary,2750,no,no,115,no
32,divorced,tertiary,787,yes,no,72,no
32,single,secondary,67,no,no,55,no
56,married,secondary,646,no,no,164,no
44,married,secondary,1879,yes,no,88,no
31,single,tertiary,98,no,no,69,no
37,married,secondary,3043,no,no,123,no
46,married,tertiary,405,no,no,138,no
45,married,secondary,1395,yes,no,243,no
30,married,tertiary,564,yes,no,166,no
27,married,tertiary,174,yes,yes,82,no
60,married,tertiary,371,no,yes,102,no
52,married,primary,0,no,no,179,no
36,single,tertiary,0,no,no,108,no
30,single,secondary,44,no,no,187,no
39,married,tertiary,-276,no,yes,121,no
50,married,primary,2167,no,no,123,no
31,single,tertiary,69,no,no,257,no
37,single,tertiary,340,no,no,90,no
40,divorced,tertiary,99,no,no,275,no
33,married,tertiary,644,no,no,99,no
58,married,primary,15,no,no,57,no
30,single,secondary,0,no,no,101,no
34,married,tertiary,5665,no,no,72,no
59,married,tertiary,3843,no,no,104,no
55,married,secondary,756,no,no,210,no
30,single,tertiary,699,yes,no,213,no
30,married,tertiary,131,yes,no,384,yes
58,married,unknown,0,no,no,273,no
32,single,tertiary,11797,yes,no,95,no
31,single,secondary,7567,no,no,70,no
50,married,secondary,235,no,no,71,no
31,single,tertiary,1463,no,no,97,no
33,married,primary,0,no,no,237,no
34,single,tertiary,370,no,no,116,no
31,single,tertiary,614,no,no,72,no
46,married,tertiary,2421,no,no,170,no
30,single,tertiary,2123,no,no,217,no
35,single,tertiary,361,yes,no,169,no
49,married,secondary,112,no,no,97,no
45,married,primary,0,no,no,79,no
31,single,tertiary,15,no,no,119,no
35,single,tertiary,272,no,no,86,no
54,married,tertiary,500,yes,no,56,no
42,married,secondary,5455,no,no,149,no
34,single,secondary,1763,no,no,246,no
43,single,tertiary,0,no,no,155,no
46,divorced,secondary,-11,no,no,139,no
43,divorced,secondary,159,no,no,160,no
47,married,primary,4520,no,no,356,no
31,single,tertiary,448,yes,no,135,no
32,married,secondary,3184,yes,no,135,no
35,married,secondary,0,no,no,309,no
46,married,secondary,942,no,no,53,no
59,married,secondary,997,no,yes,250,no
30,single,tertiary,4889,no,no,545,yes
34,divorced,secondary,259,no,no,316,no
53,married,secondary,1242,no,no,168,no
59,married,tertiary,518,no,no,230,no
46,married,unknown,209,no,no,72,no
35,married,tertiary,1260,no,no,204,no
43,divorced,secondary,1532,no,no,61,no
45,married,tertiary,1780,no,no,52,no
36,married,tertiary,-2,no,no,242,no
30,single,secondary,54,no,no,194,no
34,single,tertiary,-292,yes,no,111,no
42,married,primary,-209,no,yes,90,no
60,married,secondary,1210,no,no,231,no
52,married,primary,5521,no,no,126,no
45,married,primary,2388,no,no,317,no
33,married,secondary,3470,no,no,285,no
40,divorced,secondary,1148,yes,no,105,no
41,single,secondary,214,no,no,228,no
33,married,tertiary,901,no,no,76,no
34,married,secondary,1569,no,no,149,no
34,married,tertiary,0,no,no,331,no
39,married,tertiary,246,no,no,86,no
46,married,secondary,1804,no,no,80,no
43,married,secondary,7876,yes,no,209,no
33,single,tertiary,1120,no,no,1070,yes
57,married,primary,2785,no,no,610,yes
32,married,tertiary,834,no,no,144,no
31,single,tertiary,3194,no,no,140,no
30,married,secondary,671,no,no,96,no
46,married,secondary,159,no,yes,139,no
49,married,tertiary,23917,no,no,51,no
60,single,tertiary,2190,no,no,601,no
60,married,secondary,-240,no,no,152,no
33,single,tertiary,0,no,no,699,yes
32,married,secondary,344,yes,yes,255,no
35,married,tertiary,416,no,no,591,no
59,married,primary,754,no,no,225,no
30,married,tertiary,1045,no,no,65,no
47,married,primary,4040,no,no,53,no
53,married,primary,1869,no,no,102,no
41,divorced,tertiary,3465,yes,no,389,no
45,married,secondary,751,no,no,176,no
35,married,tertiary,43,no,no,917,yes
32,married,tertiary,1364,no,no,104,no
34,married,tertiary,1666,no,no,36,no
60,married,primary,172,no,no,247,no
48,married,unknown,113,no,no,104,no
41,divorced,tertiary,4495,yes,no,55,no
30,single,secondary,3096,yes,no,272,no
40,married,secondary,116,no,no,1099,no
37,married,tertiary,801,no,no,331,no
33,married,tertiary,540,no,no,79,no
45,married,tertiary,548,no,no,108,no
56,married,unknown,1780,no,no,111,no
46,single,tertiary,379,no,no,83,no
46,married,unknown,8,no,no,79,no
51,divorced,secondary,0,no,no,177,no
36,single,tertiary,4123,no,no,146,no
33,married,tertiary,752,yes,no,104,no
